20400, -7519
20500, -7560
20600, -7612
20700, -7639
20800, -7668
20900, -7709
21000, -7749
21100, -7790
21200, -7816
21300, -7855
21400, -7888
21500, -7934
21600, -7989
21700, -8038
21800, -8089
21900, -8132
22000, -8159
22100, -8178
22200, -8217
22300, -8256
22400, -8286
22500, -8314
22600, -8350
22700, -8380
22800, -8421
22900, -8475
23000, -8510
23100, -8555
23200, -8589
23300, -8622
23400, -8646
23500, -8685
23600, -8721
23700, -8742
23800, -8788
23900, -8815
24000, -8869
24100, -8916
24200, -8956
24300, -8988
24400, -9032
24500, -9082
24600, -9125
24700, -9146
24800, -9194
24900, -9218
25000, -9255
25100, -9299
25200, -9346
25300, -9378
25400, -9430
25500, -9470
25600, -9498
25700, -9539
25800, -9587
25900, -9649
26000, -9690
26100, -9725
26200, -9771
26300, -9811
26400, -9841
26500, -9865
26600, -9916
26700, -9945
26800, -9984
26900, -10025
27000, -10061
27100, -10109
27200, -10140
27300, -10174
27400, -10204
27500, -10230
27600, -10274
27700, -10311
27800, -10349
27900, -10396
28000, -10446
28100, -10480
28200, -10519
28300, -10559
28400, -10582
28500, -10624
28600, -10659
28700, -10708
28800, -10754
28900, -10794
29000, -10830
29100, -10879
29200, -10910
29300, -10945
29400, -10981
29500, -11026
29600, -11064
29700, -11100
29800, -11155
29900, -11188
30000, -11223
30100, -11265
30200, -11295
30300, -11328
30400, -11362
30500, -11406
30600, -11439
30700, -11474
30800, -11513
30900, -11551
31000, -11587
31100, -11626
31200, -11658
31300, -11692
31400, -11745
31500, -11783
31600, -11826
31700, -11844
31800, -11879
31900, -11913
32000, -11953
32100, -11990
32200, -12024
32300, -12073
32400, -12104
32500, -12147
32600, -12191
32700, -12210
32800, -12244
32900, -12273
33000, -12304
33100, -12357
33200, -12422
33300, -12462
33400, -12499
33500, -12524
33600, -12572
33700, -12602
33800, -12640
33900, -12683
34000, -12727
34100, -12765
34200, -12799
34300, -12841
34400, -12881
34500, -12930
34600, -12971
34700, -12998
34800, -13056
34900, -13109
35000, -13150
35100, -13186
35200, -13228
35300, -13281
35400, -13315
35500, -13357
35600, -13406
35700, -13447
35800, -13501
35900, -13547
36000, -13595
36100, -13630
36200, -13664
36300, -13702
36400, -13745
36500, -13790
36600, -13836
36700, -13871
36800, -13919
36900, -13967
37000, -13998
37100, -14041
37200, -14068
37300, -14109
37400, -14138
37500, -14165
37600, -14199
37700, -14238
37800, -14276
37900, -14324
38000, -14368
38100, -14417
38200, -14460
38300, -14494
38400, -14534
38500, -14578
38600, -14622
38700, -14659
38800, -14695
38900, -14733
39000, -14776
39100, -14826
39200, -14872
39300, -14912
39400, -14971
39500, -15012
39600, -15053
39700, -15107
39800, -15165
39900, -15204
40000, -15234
40100, -15275
40200, -15312
40300, -15348
40400, -15401
40500, -15439
40600, -15486
40700, -15519
40800, -15570
40900, -15587
41000, -15623
41100, -15667
41200, -15702
41300, -15727
41400, -15768
41500, -15809
41600, -15824
41700, -15871
41800, -15914
41900, -15929
42000, -15965
42100, -16004
42200, -16055
42300, -16089
42400, -16140
42500, -16168
42600, -16199
42700, -16254
42800, -16295
42900, -16353
43000, -16404
43100, -16435
43200, -16476
43300, -16516
43400, -16553
43500, -16591
43600, -16629
43700, -16665
43800, -16700
43900, -16746
44000, -16791
44100, -16832
44200, -16880
44300, -16920
44400, -16980
44500, -17010
44600, -17050
44700, -17091
44800, -17132
44900, -17179
45000, -17206
45100, -17259
45200, -17303
45300, -17360
45400, -17395
45500, -17441
45600, -17484
45700, -17527
45800, -17566
45900, -17608
46000, -17654
46100, -17685
46200, -17730
46300, -17776
46400, -17806
46500, -17842
46600, -17884
46700, -17913
46800, -17949
46900, -17990
47000, -18042
47100, -18084
47200, -18122
47300, -18166
47400, -18210
47500, -18243
47600, -18279
47700, -18294
47800, -18340
47900, -18372
48000, -18415
48100, -18461
48200, -18496
48300, -18525
48400, -18560
48500, -18605
48600, -18650
48700, -18703
48800, -18733
48900, -18761
49000, -18811
49100, -18849
49200, -18889
49300, -18939
49400, -18985
49500, -19018
49600, -19056
49700, -19091
49800, -19129
49900, -19169
50000, -19203
50100, -19240
50200, -19277
50300, -19318
50400, -19352
50500, -19391
50600, -19414
50700, -19453
50800, -19497
50900, -19522
51000, -19557
51100, -19604
51200, -19643
51300, -19667
51400, -19689
51500, -19726
51600, -19769
51700, -19811
51800, -19858
51900, -19911
52000, -19953
52100, -20000
52200, -20017
52300, -20068
52400, -20113
52500, -20155
52600, -20187
52700, -20229
52800, -20267
52900, -20310
53000, -20353
53100, -20378
53200, -20414
53300, -20456
53400, -20495
53500, -20544
53600, -20570
53700, -20614
53800, -20672
53900, -20696
54000, -20740
54100, -20774
54200, -20819
54300, -20863
54400, -20913
54500, -20943
54600, -20996
54700, -21042
54800, -21083
54900, -21113
55000, -21158
55100, -21208
55200, -21258
55300, -21300
55400, -21343
55500, -21373
55600, -21400
55700, -21444
55800, -21487
55900, -21534
56000, -21560
56100, -21599
56200, -21641
56300, -21666
56400, -21704
56500, -21745
56600, -21791
56700, -21836
56800, -21877
56900, -21911
57000, -21944
57100, -21987
57200, -22027
57300, -22049
57400, -22090
57500, -22131
57600, -22162
57700, -22194
57800, -22235
57900, -22280
58000, -22339
58100, -22384
58200, -22436
58300, -22487
58400, -22535
58500, -22580
58600, -22624
58700, -22673
58800, -22708
58900, -22751
59000, -22806
59100, -22832
59200, -22881
59300, -22915
59400, -22955
59500, -22980
59600, -23025
59700, -23066
59800, -23097
59900, -23150
60000, -23198
60100, -23243
60200, -23276
60300, -23306
60400, -23353
60500, -23394
60600, -23440
60700, -23485
60800, -23533
60900, -23577
61000, -23623
61100, -23675
61200, -23701
61300, -23737
61400, -23788
61500, -23838
61600, -23872
61700, -23907
61800, -23954
61900, -23993
62000, -24028
62100, -24073
62200, -24117
62300, -24162
62400, -24200
62500, -24254
62600, -24283
62700, -24341
62800, -24383
62900, -24432
63000, -24474
63100, -24515
63200, -24548
63300, -24587
63400, -24629
63500, -24656
63600, -24688
63700, -24727
63800, -24756
63900, -24803
64000, -24835
64100, -24874
64200, -24900
64300, -24945
64400, -24972
64500, -25009
64600, -25053
64700, -25088
64800, -25124
64900, -25141
65000, -25178
65100, -25227
65200, -25269
65300, -25311
65400, -25323
65500, -25359
65600, -25412
65700, -25446
65800, -25483
65900, -25513
66000, -25555
66100, -25589
66200, -25636
